NDVI,Elevation,Slope,Land_Use,Distance_to_Water,Distance_to_Roads,Distance_to_Settlements,Habitat_Suitability
0.3266551501399881,399.3966923869696,6.900989255029816,4,2488.4685962270587,1643.1343067023006,2349.7678807309694,0
0.6546255691463557,1326.588326758693,7.367240691511268,2,488.41901853244303,5429.618219132586,6311.531530744667,1
0.7271578837195373,944.6502848359381,9.594717297958688,2,710.6305706665808,6129.069437535143,5879.376339436511,1
0.23018247263939196,1065.9552237707162,0.0,3,2400.826674813876,1111.0668858168565,1117.0011026692182,0
0.4883634188360281,531.6178093341489,4.0656417791932045,4,1648.21515338066,674.7075792215717,2334.8367274292427,0
0.4301647536256332,884.9096616185649,0.0,3,2468.4027686868635,1041.141994637712,2352.384300052281,0
0.22240673248494416,1222.804232055674,16.49449061809625,4,1709.7291516482728,159.08983743338547,93.120800004682,0
0.6127369372628989,1358.7315883960707,13.498197559556857,1,339.042616667935,3995.859233247932,4848.303652343808,1
0.6965315112613218,1246.842946507304,22.752502464070385,1,300.3291918522418,4834.276946853385,4761.6227354738085,1
0.9309722755406187,1067.220617290667,20.835514571918182,1,824.2217115575431,4362.260015748684,5203.5045674972735,1
0.20652892103628534,633.3568642519236,1.8130643634674115,3,2951.2132248860416,813.3003658117153,561.1438343902998,0
0.7795906504847474,1409.70618770152,16.718092947676087,1,424.68946979554687,5202.9230208513,3726.383827504152,1
0.8547505201330061,1559.1755346191044,11.936056547578069,2,422.45968801280316,5543.499102789342,7625.414480858206,1
0.17241653120067066,831.4205895914391,0.0,3,994.1277596569244,983.4365135631015,2935.6462908142303,0
0.22235830514457428,867.1363854916696,4.91788551963624,4,2950.714618758467,1602.8140389764185,1774.508040813499,0
0.49858122056808196,460.45515736019127,0.0,4,2370.0388421180323,1295.3274153461546,2386.962864466326,0
0.4230723271796046,952.1822093321894,10.33337344794577,4,2935.436472356538,675.4043375481604,1884.4496859285978,0
0.2444514947104055,549.9323038162199,1.5522983945981697,4,2395.9644140492205,1014.3724114674087,2522.761490085839,0
0.32866486020298546,813.9309644468447,0.0,4,2597.0028528217763,1747.5668727587058,1670.904339542808,0
0.33998708200424044,679.5860728003321,7.690111773984219,3,2038.3632402264845,1303.9482548582696,1649.2872985250865,0
0.6553566385449471,1238.8179985796614,20.36815874929886,1,294.69694011778796,3190.041099019294,7447.522441594845,1
0.2279802198456224,838.3408092100348,6.835511333940336,3,1579.3556901496345,1782.7620146171703,1447.3997911416097,0
0.21672007099602025,1364.347120832177,0.0,3,240.95523470393437,1324.3181673604804,2289.8471194053,0
0.46827797841402724,1193.163147407664,3.8879361077221715,4,1082.4330970132487,1923.318498023833,643.932186939078,0
0.07117122436128917,592.4275790356266,4.772069918222511,4,2194.6715594581533,644.5640347943795,964.7031351098856,0
0.7074206213800155,1154.1194794539294,19.752513776413124,1,431.4048343394742,5342.725346377704,6685.129828730676,1
0.3854650920348306,934.3125680051945,8.21361379933772,3,3063.3220241059453,1624.6008837437666,1893.123653615598,0
0.14539237457977153,785.0700471052745,6.874889691698544,4,1394.080386481353,979.9210246778283,355.37991830556143,0
0.3192156622366184,595.6845027575357,9.20321774494362,3,1477.9008165580872,861.550580101811,1479.6887628924103,0
0.2740447681954623,593.5520929699182,17.361397311363298,3,1603.3070575941722,1392.900079325416,1840.3660494279718,0
0.6033023856870786,1190.457728771604,14.981987304547157,1,268.3270621614914,5524.888778663951,8672.43763563805,1
0.1685521998038728,811.2980699503813,3.6540693415930554,3,1931.0892436133088,499.18999505254226,1275.1197656912361,0
0.5696529790274283,992.2528583801029,2.144105051086016,3,2458.066225084927,1137.7552811741266,861.1637475150541,0
0.881198012413487,1271.5851457383537,16.966315756918387,2,636.2890160714571,6049.552715319335,5197.147182659148,1
0.8317394065634325,1239.51992093848,25.376304363126327,1,362.1624363820864,4630.47838317777,6306.824094136118,1
0.5968423753129841,1094.140352490756,18.093432739239528,1,725.8648875079001,6727.543170100711,6654.485504511048,1
0.30570052172523005,836.0093980154784,8.067589863652083,3,1181.7659478412756,1545.5230510823337,1411.4132567354434,0
0.4399318626492932,1061.9475645857447,0.0,3,1278.7194031715421,1112.225909279986,2337.678642089724,0
0.8683927691457869,1108.223147426212,20.39340416715648,2,492.29830609985856,3367.0477194580167,5140.847363177211,1
0.4200747362648959,853.7823813280053,7.664299464067294,4,996.9534129653944,687.2186492452353,1816.6428267499273,0
0.3741045279424108,878.2021297471722,2.2484742307728993,4,1462.701305649559,1161.9000638029727,1266.808016805208,0
0.05242631849433574,784.8731444835537,4.216348008887371,4,2849.9212079000963,1574.3828501860517,108.22897697752023,0
0.24563385878953017,464.09903161215686,0.0,4,2928.6614299028156,222.05067475505223,1282.083223600153,0
0.4904842477320014,1250.8347784492405,13.703747787098873,1,746.7373842752072,6500.759790634311,7275.33261317024,1
